brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price,harddisk_gb,cpu_weight,normalized_price,normalized_rating,normalized_ram,normalized_harddisk,vfm_score,normalized_vfm_score
lenovo,Lenovo IdeaPad,15.6 Inches,Black,1 TB,Pentium,20.0,Windows 11,Anti-glare,Integrated,,1.1 GHz,4.2,419.0,1024.0,0.3,0.10801555710061063,0.8,0.2835820895522388,0.46863468634686345,0.6504085094423552,0.5230614004796084
acer,Swift Go 14,14 Inches,Black,512 GB,Intel Core i5,8.0,Windows 11 Home,"Fingerprint Reader, Backlit Keyboard",Integrated,Intel Iris Xe Graphics,1.1 GHz,4.3,799.99,512.0,0.5,0.2220092057523423,0.825,0.1044776119402985,0.23247232472324722,0.6338645299460783,0.5032135518847967
dell,Dell Latitude,11.6 Inches,Black,1000 GB,unknown,16.0,Windows 10 Pro,,Integrated,Intel HD Graphics 520,1.1 GHz,5.0,1299.95,1000.0,0.0,0.37159912826978303,1.0,0.22388059701492538,0.4575645756457564,0.5390909800958918,0.3895135156484922
dell,Latitude 5420,14 Inches,Silver,1000 GB,Intel Core i5,8.0,Windows 10 Pro,Anti Glare,Integrated,,1.1 GHz,3.7,656.25,1000.0,0.5,0.17900165422290606,0.675,0.1044776119402985,0.4575645756457564,0.6312298778903419,0.5000527540178725
acer,Chromebook 311,11.6 Inches,Black,32 GB,MediaTek MT8183,4.0,Chrome OS,,Integrated,Intel Integrated Graphics,1.1 GHz,4.4,219.0,32.0,0.2,0.04817480083313293,0.8500000000000001,0.04477611940298507,0.01107011070110701,0.5259807803191365,0.37378518013675294
gigabyte,U4 UD-50US823SO,14 Inches,Silver,512 GB,Intel Mobile CPU,16.0,Windows 11 Home,Thin Bezel,Integrated,,1.1 GHz,3.3,700.43,512.0,0.0,0.19222047728239186,0.575,0.22388059701492538,0.23247232472324722,0.4137028726549938,0.23908512732529486
hp,Laptop,15.6 Inches,Black,2 TB,Intel Core i3,32.0,Windows 10 Pro,,Integrated,Intel Iris Xe Graphics,1 GHz,5.0,298.7,2048.0,0.3,0.07202134220572279,1.0,0.4626865671641791,0.940959409594096,0.8242769564308057,0.7316517588041247
hp,Unknown,15.6 Inches,Black,500 GB,Intel Core i5,8.0,Windows 10 Pro,Anti-glare,Integrated,Intel HD Graphics 520,2.3 GHz,3.3,799.81,500.0,0.5,0.22195534907170153,0.575,0.1044776119402985,0.2269372693726937,0.5580450429796234,0.4122527465848886
asus,Vivobook,11.6 Inches,Black,32 GB,Celeron,4.0,Windows 10 S,,Integrated,Intel UHD Graphics 605,1.1 GHz,4.0,169.0,32.0,0.2,0.0332146117662635,0.75,0.04477611940298507,0.01107011070110701,0.4989728181325104,0.34138366848986074
dell,Latitude,15.6 Inches,Silver,1 TB,Intel Core i7,32.0,Windows 11 Pro,Backlit Kb,Integrated,,1.1 GHz,4.3,949.0,1024.0,0.7,0.2665935612094265,0.825,0.4626865671641791,0.46863468634686345,0.8020138041429801,0.7049426060303654
dell,Latitude 7000,14 Inches,Black,256 GB,Intel Core i7,16.0,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,1.1 GHz,5.0,1875.98,256.0,0.7,0.543949482433559,1.0,0.22388059701492538,0.1143911439114391,0.6981448945029891,0.5803308466464345
lenovo,ThinkPad X1 Extreme Gen 5,16 Inches,Black,512 GB,Intel Core i7,16.0,Windows 11 Pro,Anti-glare Screen,GeForce RTX 3050 Ti,NVIDIA GeForce RTX 3050 Ti,1.1 GHz,5.0,2352.59,512.0,0.7,0.6865529966567717,1.0,0.22388059701492538,0.23247232472324722,0.6873363687801178,0.5673638345603185
dell,Unknown,13.3 Inches,Black,512 GB,unknown,8.0,Windows 11 Home,Backlit Keyboard,Integrated,,1.1 GHz,1.0,749.0,512.0,0.0,0.20675280494194884,0.0,0.1044776119402985,0.23247232472324722,0.21441581010815702,0.0
dell,XPS 9520 Laptop,15.6 Inches,Platinum Silver,512 GB,Intel Core i7,16.0,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3050,1.1 GHz,5.0,1566.99,512.0,0.7,0.45149850603811925,1.0,0.22388059701492538,0.23247232472324722,0.7343472669038483,0.6237629124530293
dell,XPS 9320 Laptop,13.4 Inches,Black,2000 GB,Intel Core i7,32.0,Windows 11 Pro,,Integrated,Intel Integrated Graphics,1.1 GHz,5.0,1820.99,2000.0,0.7,0.527496266497816,1.0,0.4626865671641791,0.9188191881918819,0.8698609383620549,0.7863389622018129
dell,Dell 5000,14 Inches,Platinum Silver,512 GB,Intel Core i7,16.0,Windows 11 Pro,Fingerprint,Dedicated,,1.1 GHz,5.0,1077.24,512.0,0.7,0.30496345412813325,1.0,0.22388059701492538,0.23247232472324722,0.7636542772858455,0.6589225972773101
lenovo,ThinkPad P16s G1,16 Inches,Black,512 GB,Intel Core i7,16.0,Windows 11 Pro,Anti-glare Screen,QN20-M1-R,,1.1 GHz,5.0,1851.99,512.0,0.7,0.536771583719275,1.0,0.22388059701492538,0.23247232472324722,0.7172926513676171,0.6033024526777968
samsung,Chromebook 4,11.6 Inches,Silver,64 GB,Celeron,4.0,Chrome OS,,Integrated,Intel UHD Graphics 600,1.1 GHz,4.9,249.49,64.0,0.2,0.0572975241261099,0.9750000000000001,0.04477611940298507,0.025830258302583026,0.5638702578007625,0.4192412696200049
dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,2000 GB,Intel Core i7,32.0,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4050,1.1 GHz,5.0,2409.99,2000.0,0.7,0.7037272937055378,1.0,0.4626865671641791,0.9188191881918819,0.8346147329205105,0.7440540119996659
lenovo,Chromebook Flex 3,11.6 Inches,Almond,64 GB,Celeron,4.0,Chrome OS,,Integrated,Intel UHD Graphics 600,1.1 GHz,4.3,229.0,64.0,0.2,0.0511668386465068,0.825,0.04477611940298507,0.025830258302583026,0.5200963948966831,0.36672567000107753
dell,Precision 5000,14 Inches,Black,512 GB,Intel Core i7,16.0,Windows 10 Pro,Anti-glare Screen,RTX A1000,NVIDIA RTX A1000,1.1 GHz,5.0,2472.99,512.0,0.7,0.7225771319297932,1.0,0.22388059701492538,0.23247232472324722,0.6801315417255135,0.5587201876938694
dell,Dell Precision 5560,15 Inches,Black,1000 GB,Intel Core i7,32.0,No,,Integrated,,1.1 GHz,5.0,1999.95,1000.0,0.7,0.581041775205955,1.0,0.4626865671641791,0.4575645756457564,0.7899636447385082,0.690486003285111
lg,GRAM 16 2-in-1,16 Inches,Silver,4 TB,Intel Core i7,16.0,Windows 11 Pro,"HD Audio, Backlit Keyboard, Memory Card Slot, Numeric Keypad",Integrated,,1.1 GHz,5.0,1919.0,2176.0,0.7,0.5568212291066934,1.0,0.22388059701492538,1.0,0.8284118735816464,0.7366124280058997
dell,Dell 5000,16 Inches,Platinum Silver,4 TB,Ryzen 7,64.0,Windows 11 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Integrated,,1.1 GHz,5.0,1317.06,2176.0,0.8,0.3767185049684657,1.0,0.9402985074626865,1.0,1.0427160004988443,0.9937135604905669
acer,PH315-55,15.6 Inches,Abyss Black,2 TB,Intel Core i7,32.0,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3060,1.1 GHz,5.0,2129.99,2048.0,0.7,0.6199502349310689,1.0,0.4626865671641791,0.940959409594096,0.8546911778857365,0.7681397671882257
dell,Precision 3000,15.6 Inches,Black,512 GB,Intel Core i7,16.0,Windows 11 Pro,Anti-glare Screen,Dedicated,,5 GHz,5.0,1514.09,512.0,0.7,0.4356706260053714,1.0,0.22388059701492538,0.23247232472324722,0.7375128429103979,0.62756066095166
lg,LG gram,15.6 Inches,Silver,256 GB,Intel Core i5,8.0,Windows 10 Home,,Integrated,Intel Iris Plus,1.1 GHz,4.0,999.99,256.0,0.5,0.28184996201981993,0.75,0.1044776119402985,0.1143911439114391,0.5816842015708116,0.4406126971477043
dell,XPS,17 Inches,Platinum Silver,1 TB,Intel Core i7,16.0,Windows 10,"Backlit Keyboard,Fingerprint Reader",Dedicated,,1.1 GHz,3.8,2179.05,1024.0,0.7,0.6346291724434814,0.7,0.22388059701492538,0.46863468634686345,0.6431454878663183,0.5143479375177815
lenovo,ThinkPad P14s Gen 3,14 Inches,Black,512 GB,Intel Core i7,16.0,Windows 11 Pro,Anti-glare Screen,T550,,1.1 GHz,5.0,2426.99,512.0,0.7,0.7088137579882734,1.0,0.22388059701492538,0.23247232472324722,0.6828842165138175,0.5620225776926788
microsoft,Surface Laptop,13.5 Inches,Black,512 GB,Intel Core i5,16.0,Windows 11 Home,Dolby,Integrated,,1.1 GHz,5.0,1499.99,512.0,0.5,0.4314518526885142,1.0,0.22388059701492538,0.23247232472324722,0.6683565975737692,0.5445937612927256
dell,Latitude,15.6 Inches,Black,2 TB,Intel Core i5,16.0,Windows 10 Pro,,Integrated,Intel Iris Xe Graphics,1.1 GHz,5.0,1436.81,2048.0,0.5,0.412548157783618,1.0,0.22388059701492538,0.940959409594096,0.7784103992853759,0.6766255493003808
dell,7000,13.3 Inches,Grey,1000 GB,Ryzen 7,12.0,Windows 10,Backlit Keyboard,Integrated,AMD Radeon RX Vega 10,1.1 GHz,3.9,795.0,1000.0,0.8,0.22051617888346872,0.725,0.16417910447761194,0.4575645756457564,0.7548672714656921,0.6483808070653854
hp,HP 14 laptop,14 Inches,Silver,128 GB,Intel Core i3,4.0,Windows 10 Home,Anti-glare,Integrated,,1.1 GHz,3.7,328.58,128.0,0.3,0.08096155119208395,0.675,0.04477611940298507,0.055350553505535055,0.5085654966680105,0.3528920260306904
dell,Latitude 5420,15.6 Inches,Black,256 GB,Intel Core i5,8.0,Windows 10 Pro,Anti Glare,Integrated,Integrated,1.1 GHz,4.2,1443.6,256.0,0.5,0.41457975145889886,0.8,0.1044776119402985,0.1143911439114391,0.5701382436829958,0.4267609860711153
acer,C771-C4TM,11.6 Inches,Black,32 GB,Celeron,1.0,Chrome OS,Spill Resistant,Integrated,,1.1 GHz,4.2,295.4,32.0,0.2,0.0710339697273094,0.8,0.0,0.01107011070110701,0.49745372265970417,0.33956120630945813
dell,Dell Latitude,13.3 Inches,Black,256 GB,Intel Core i5,8.0,Windows 10 Pro,,Integrated,Intel Iris,1.1 GHz,5.0,729.0,256.0,0.5,0.20076872931520107,1.0,0.1044776119402985,0.1143911439114391,0.6729004481117353,0.5500450287785987
hp,PRO X2 612G1+KEYBOARD,12.5 Inches,Silver,256 GB,Intel Core i5,8.0,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,,Integrated,Integrated Graphics,1.1 GHz,5.0,209.98,256.0,0.5,0.04547598272546967,1.0,0.1044776119402985,0.1143911439114391,0.7039589974296816,0.5873060387173394
dell,Latitude 7420 Laptop,14 Inches,Black,512 GB,Intel Core i7,32.0,Windows 10 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1652.99,512.0,0.7,0.4772300312331347,1.0,0.4626865671641791,0.23247232472324722,0.776962155894696,0.674888088518764
lenovo,ThinkPad T15p Gen 3,15.6 Inches,Black,256 GB,Intel Core i7,8.0,Windows 11,Anti-glare Screen,GeForce RTX 3050,,1.1 GHz,5.0,1920.57,256.0,0.7,0.5572909790433931,1.0,0.1044776119402985,0.1143911439114391,0.6715959981660969,0.5484800773093124
dell,Latitude 7420,14 Inches,Black,256 GB,Intel Core i5,16.0,Windows 10 Pro,Anti Glare,Integrated,Intel Iris Xe Graphics,1.1 GHz,5.0,544.0,256.0,0.5,0.1454160297677842,1.0,0.22388059701492538,0.1143911439114391,0.707851585036144,0.5919759846316519
hp,38S12UT#ABA,13.3 Inches,Black,1000 GB,Intel Core i5,16.0,Windows 10 Pro,,Integrated,,2.4 GHz,5.0,2099.0,1000.0,0.5,0.6106779097474233,1.0,0.22388059701492538,0.4575645756457564,0.6662752238003639,0.5420967325982051
dell,Dell 5000,16 Inches,Platinum Silver,512 GB,Ryzen 7,16.0,Windows 11,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Integrated,,1.1 GHz,5.0,854.86,512.0,0.8,0.23842651723432481,1.0,0.22388059701492538,0.23247232472324722,0.8119616646646071,0.7168770761812737
lenovo,ThinkPad T16 Gen 1,16 Inches,Black,256 GB,Ryzen 5,16.0,Windows 11 Pro,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,1.1 GHz,5.0,1007.0,256.0,0.6,0.28394738052699503,1.0,0.22388059701492538,0.1143911439114391,0.7151453148843019,0.6007262883750939
lenovo,Lenovo ThinkPad X1 Carbon Gen 11,14 Inches,Black,512 GB,Intel Core i7,32.0,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,1.1 GHz,5.0,1644.31,512.0,0.7,0.4746329424111261,1.0,0.4626865671641791,0.23247232472324722,0.7774815736590978,0.6755112351533219
lenovo,Lenovo ThinkPad T14 Gen 3 AMD,14 Inches,Black,2 TB,Ryzen 7,16.0,Windows 11 Pro,"Anti-glare,Backlit Kyb,Fingerprint Reader",Integrated,AMD Radeon 680M,1.1 GHz,5.0,1131.06,2048.0,0.8,0.32106660163971146,1.0,0.22388059701492538,0.940959409594096,0.9017067105141572,0.8245444051064084
hp,ELITEBOOK 820G3,12.5 Inches,Black,512 GB,Intel Core i5,16.0,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,,Integrated,Integrated Graphics,2.4 GHz,4.0,307.98,512.0,0.5,0.07479795329653376,0.75,0.22388059701492538,0.23247232472324722,0.6646873774521653,0.5401917898413575
msi,Modern 14 B11MO-857,14 Inches,Beige Mousse,512 GB,Intel Core i5,8.0,Win 10 Multi-language /Free upgrade to Win 11,"Multi Touch, Intel 9560 Jefferson Peak (2x2 802.11 ac), White backlight 84 Key",Integrated,,1.1 GHz,2.0,699.0,512.0,0.5,0.19179261587507943,0.25,0.1044776119402985,0.23247232472324722,0.4674078479215309,0.3035151042917332
dell,E6540,15.6 Inches,Black,500 GB,Intel Core i7,8.0,Windows 7 Professional,HD Audio,Dedicated,AMD Radeon HD 8790M,1.1 GHz,3.7,529.95,500.0,0.7,0.1412122166399939,0.675,0.1044776119402985,0.2269372693726937,0.6741936694659649,0.5515965092820716
dell,Dell Inspiron 16 5625,16 Inches,Silver,1000 GB,Ryzen 7,16.0,Windows 11 Pro,,Integrated,AMD Radeon Graphics,1.1 GHz,5.0,854.86,1000.0,0.8,0.23842651723432481,1.0,0.22388059701492538,0.4575645756457564,0.8457255023029835,0.7573836264690761
lg,17Z90R-N.APC5U1,17 Inches,Obsidian Black,512 GB,Intel Core i7,8.0,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,1.1 GHz,5.0,1469.99,512.0,0.7,0.42247573924839255,1.0,0.1044776119402985,0.23247232472324722,0.7162712232468682,0.6020770431144162
hp,Spectre x360,15.6 Inches,Black,512 GB,Intel Core i7,16.0,Windows 11 Home,"Fingerprint,Pen",Integrated,Intel Iris Xe Graphics,1.1 GHz,5.0,2299.0,512.0,0.7,0.6705186660149011,1.0,0.22388059701492538,0.23247232472324722,0.6905432349084919,0.5712111189089313
msi,Raider GE76 12UE,17.3 Inches,Titanium Blue-Black-Dark Blue-Black,4 TB,Intel Core i9,64.0,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,1.1 GHz,5.0,2569.0,2176.0,0.9,0.7513036869759959,1.0,0.9402985074626865,1.0,1.002798964097338,0.9458250041109493
dell,Latitude 7000,14 Inches,Carbon Fiber,256 GB,Intel Core i7,16.0,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,1.1 GHz,5.0,1652.68,256.0,0.7,0.4771372780609201,1.0,0.22388059701492538,0.1143911439114391,0.711507335377517,0.5963617963580465
asus,VivoBook,15.6 Inches,Gray,512 GB,Intel Core i3,12.0,Windows 11 Home,,Integrated,Intel UHD Graphics,1.1 GHz,3.8,479.0,512.0,0.3,0.12596778398085395,0.7,0.16417910447761194,0.23247232472324722,0.5575131128078387,0.4116145887876686
dell,DELL XPS 15 9520,15.6 Inches,Platinum Silver,1 TB,Intel Core i7,32.0,Windows 11 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,1.1 GHz,1.0,1681.29,1024.0,0.7,0.4856974982449827,0.0,0.4626865671641791,0.46863468634686345,0.5106930167358688,0.3554444165361777
acer,Unknown,14 Inches,Pure Silver,512 GB,unknown,16.0,Windows 11 Home,,Integrated,Intel Iris Xe Graphics,1.7 GHz,5.0,599.99,512.0,0.0,0.16216844948486459,1.0,0.22388059701492538,0.23247232472324722,0.5472132782144993,0.399257854568661
panasonic,CF-54 MK1,14 Inches,grey,512 GB,Intel Core i5,8.0,Windows 10 Pro,Anti Glare Coating,Integrated,,1.1 GHz,3.3,749.89,512.0,0.5,0.2070190963073391,0.575,0.1044776119402985,0.23247232472324722,0.5618625518350789,0.41683262035646124
lenovo,Yoga,14 Inches,Dark Moss,512 GB,Intel Core i5,12.0,Windows 10 Home,Fingerprint reader,Integrated,,1.1 GHz,3.8,1049.0,512.0,0.5,0.2965139393431654,0.7,0.16417910447761194,0.23247232472324722,0.5934038817353764,0.45467282322186026
dell,LATITUDE E6540,15.6 Inches,Silver,1000 GB,Intel Core i7,16.0,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,,Integrated,Integrated Graphics,1.1 GHz,5.0,342.98,1000.0,0.7,0.08527008564334235,1.0,0.22388059701492538,0.4575645756457564,0.84135678862118,0.7521424710548039
samsung,XE303C12,11.6 Inches,Silver,16 GB,unknown,2.0,Chrome OS,Stereo,Integrated,Intel Graphics Integrated,1.1 GHz,3.7,85.0,16.0,0.0,0.008081494133922864,0.675,0.014925373134328358,0.0036900369003690036,0.40442228133513647,0.2279511815035954
dell,Dell Latitude 14 5000 E5470,14 Inches,Black,512 GB,Intel Core i7,16.0,Windows 10 Pro,Anti Glare,Integrated,,1.1 GHz,5.0,339.0,512.0,0.7,0.08407925459361955,1.0,0.22388059701492538,0.23247232472324722,0.8078311171927482,0.7119216492929858
dell,Dell Latitude,15.6 Inches,Black,320 GB,Intel Core i3,4.0,Windows 7,,Integrated,Intel HD Graphics 3000,2.4 GHz,4.3,249.95,320.0,0.3,0.0574351578655251,0.825,0.04477611940298507,0.14391143911439114,0.5715549081746506,0.4284605615781048
dell,Precision 5000,14 Inches,Mist Blue,512 GB,Intel Core i7,16.0,Windows 11 Pro,Anti-glare Screen,RTX A1000,,1.1 GHz,5.0,1770.16,512.0,0.7,0.5122877382924366,1.0,0.22388059701492538,0.23247232472324722,0.7221894204529848,0.609177117321331
dell,Inspiron,14 Inches,Silver,2 TB,Intel Core i7,64.0,Windows 11 Home,Backlit Kb,Integrated,,1.1 GHz,5.0,993.23,2048.0,0.7,0.27982734445797924,1.0,0.9402985074626865,0.940959409594096,1.0182381440400556,0.9643474222510393
hp,EliteBook Folio,14 Inches,Black,256 GB,Intel Core i5,4.0,Windows 10 64 Bit-Multi-Language Supports English/Spanish/French,,Integrated,Intel HD Integrated Graphics,1.7 GHz,5.0,252.98,256.0,0.5,0.05834174532297738,1.0,0.04477611940298507,0.1143911439114391,0.6894455464027174,0.5698942195938796
dell,Latitude Rugged 5420 Laptop,14 Inches,Black,256 GB,Intel Core i7,32.0,Windows 11 Pro,Wifi & Bluetooth,AMD RADEON RX 540,,1.1 GHz,5.0,999.66,256.0,0.7,0.2817512247719786,1.0,0.4626865671641791,0.1143911439114391,0.7983457400651559,0.7005420214872626
lenovo,ThinkPad X1 Nano Gen1,13 Inches,Black Paint,256 GB,Intel Core i7,16.0,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,,1.1 GHz,5.0,1504.08,256.0,0.7,0.4326755961541841,1.0,0.22388059701492538,0.1143911439114391,0.7203996717588641,0.6070299518759397
dell,Dell Latitude,14 Inches,Black,1000 GB,8032,8.0,Windows 10,Speakers,Integrated,Intel UHD 620 Graphics,1.1 GHz,4.7,540.0,1000.0,0.0,0.14421921464243465,0.925,0.1044776119402985,0.4575645756457564,0.5381863658064363,0.3884282478954792
acer,Acer Swift 3 SF313-52-526M,15.6 Inches,Black,256 GB,Intel Core i5,8.0,Windows 10 Home,,Integrated,,1.1 GHz,5.0,436.11,256.0,0.5,0.11313493379929333,1.0,0.1044776119402985,0.1143911439114391,0.6904272072149168,0.5710719202297139
lenovo,Unknown,15.6 Inches,Grey,128 GB,Pentium,12.0,Windows 11 Home,,Integrated,Intel UHD Graphics,2 GHz,4.5,458.14,128.0,0.3,0.119726393102156,0.875,0.16417910447761194,0.055350553505535055,0.5846931253009214,0.4442225095656898
acer,PT516-52s-73YD,16 Inches,Gray,1 TB,Intel Core i7,16.0,Windows 11 Home,Anti Glare Coating,Dedicated,,1.1 GHz,2.8,1849.0,1024.0,0.7,0.5358769644130762,0.44999999999999996,0.22388059701492538,0.46863468634686345,0.5878959294723993,0.448064920775679
dell,Latitude 9000,14 Inches,Black,256 GB,Intel Core i5,16.0,Windows 11 Pro,"Anti-smudge, Corning Gorilla Glass",Iris Xe Graphics,Intel Iris Xe Graphics,1.1 GHz,5.0,1713.59,256.0,0.5,0.4953617803821804,1.0,0.22388059701492538,0.1143911439114391,0.6378624349132648,0.5080098472684449
lenovo,ThinkPad X13 Gen 3,13.3 Inches,Black,512 GB,Intel Core i7,16.0,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,1.1 GHz,5.0,1730.95,512.0,0.7,0.5005559580261976,1.0,0.22388059701492538,0.23247232472324722,0.7245357765062326,0.6119920458398813
hp,B09HSNNCQL,15.6 Inches,Black,128 GB,Athlon,4.0,Windows 10 Home,Micro-edge Bezel,Integrated,AMD Athlon,1.1 GHz,5.0,288.0,128.0,0.0,0.06881986174541273,1.0,0.04477611940298507,0.055350553505535055,0.5034938345573448,0.3468075418399797
dell,Inspiron 3511,15.6 Inches,Black,256 GB,Intel Core i5,32.0,Windows 11 Home,,Integrated,Intel UHD Graphics,1 GHz,5.0,714.34,256.0,0.5,0.19638240188079498,1.0,0.4626865671641791,0.1143911439114391,0.7454195046433927,0.6370463004256566
dell,Dell 5000,14 Inches,Platinum Silver,2 TB,Intel Core i7,64.0,Windows 11 Pro,"Backlit Keyboard,Fingerprint",Dedicated,,1.1 GHz,5.0,1406.04,2048.0,0.7,0.40334165743186656,1.0,0.9402985074626865,0.940959409594096,0.9935352814452783,0.9347113436552019
lenovo,ThinkPad P1 Gen 4,16 Inches,Black,512 GB,Intel Core i7,16.0,Windows 10 Pro,Anti-glare Screen,T1200,,1.1 GHz,5.0,1960.77,512.0,0.7,0.5693189710531561,1.0,0.22388059701492538,0.23247232472324722,0.7107831739008409,0.5954930182414817
acer,CB3-111,11.6 Inches,Moonstone White,16 GB,Celeron,16.0,Chrome OS,,Integrated,Intel HD Graphics,1.1 GHz,4.4,159.95,16.0,0.2,0.030506817545160127,0.8500000000000001,0.22388059701492538,0.0036900369003690036,0.5642282614290084,0.419670767360341
dell,Latitude 5420,14 Inches,Gray,2 TB,Intel Core i5,64.0,Windows 11 Pro,Backlit Keyboard,Integrated,,1.1 GHz,4.7,1419.92,2048.0,0.5,0.4074946059168295,0.925,0.9402985074626865,0.940959409594096,0.9002046917482858,0.8227424298888804
msi,Raider GE76 12UHS-255,17.3 Inches,Titanium Blue,1 TB,Intel Core i7,32.0,Windows 11 Home,Anti-glare Screen,Dedicated,,1.1 GHz,3.8,3400.1937500000004,1024.0,0.7,1.0,0.7,0.4626865671641791,0.46863468634686345,0.6178325163848654,0.48397990994849366
hp,HP Envy,13.3 Inches,Natural Silver,1 TB,Intel Core i7,16.0,Windows 10 Pro,"Backlit Keyboard,Fingerprint Reader",Integrated,,1.1 GHz,3.8,1499.0,1024.0,0.7,0.4311556409449902,0.7,0.22388059701492538,0.46863468634686345,0.6838401941660166,0.5631694661849633
dell,Precision 3000,15.6 Inches,Black,512 GB,Intel Core i7,16.0,Windows 11,Microphone,RTX A500,NVIDIA RTX A500,1.1 GHz,5.0,1734.21,512.0,0.7,0.5015313623533574,1.0,0.22388059701492538,0.23247232472324722,0.7243406956408007,0.6117580068964876
dell,Latitude,15.6 Inches,Black,512 GB,Intel Core i7,16.0,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,1.1 GHz,5.0,873.93,512.0,0.7,0.24413233334442877,1.0,0.22388059701492538,0.23247232472324722,0.7758205014425864,0.6735184431611785
dell,Latitude E6400,14.1 Inches,Silver,160 GB,Core 2 Duo,16.0,Windows 7 Professional,,Dedicated,,2.53 GHz,3.8,89.99,160.0,0.3,0.009574521002796432,0.7,0.22388059701492538,0.07011070110701106,0.5683778203684775,0.42464900234814223
dell,Precision 7670 Laptop,16 Inches,Silver,512 GB,Intel Core i7,32.0,Windows 11 Pro,,Dedicated,Nvidia RTX A1000,1.1 GHz,5.0,1385.98,512.0,0.7,0.39733962957823854,1.0,0.4626865671641791,0.23247232472324722,0.7929402362256752,0.694057026640114
lg,17Z95P-K.AAB9U1,17 Inches,Black,2 TB,Intel Core i7,16.0,Windows 11,Alexa,Integrated,,1.1 GHz,4.4,1515.03,2048.0,0.7,0.4359518775598285,0.8500000000000001,0.22388059701492538,0.940959409594096,0.7987296553301337,0.7010026054751861
dell,V7620,16 Inches,Black,512 GB,Intel Core i7,24.0,Windows 11 Pro,"Backlit Keyboard,Fingerprint",Dedicated,,1.1 GHz,5.0,1193.72,512.0,0.7,0.33981471057831225,1.0,0.34328358208955223,0.23247232472324722,0.780564623010735,0.6792099762425141
